date,property_id,occupancy_rate,available_rooms,occupied_rooms,average_nightly_rate,day_of_week,season,is_holiday
2022-02-09,PROP007,0.58,12,17,240.63,Wednesday,Winter,False
2022-02-09,PROP008,0.406,17,12,264.78,Wednesday,Winter,False
2022-02-09,PROP009,0.577,12,17,246.69,Wednesday,Winter,False
2022-02-09,PROP010,0.414,17,12,237.39,Wednesday,Winter,False
2022-02-10,PROP001,0.298,21,8,238.8,Thursday,Winter,False
2022-02-10,PROP002,0.497,15,14,246.09,Thursday,Winter,False
2022-02-10,PROP003,0.397,18,11,231.06,Thursday,Winter,False
2022-02-10,PROP004,0.424,17,12,252.99,Thursday,Winter,False
2022-02-10,PROP005,0.636,10,19,253.26,Thursday,Winter,False
2022-02-10,PROP006,0.502,14,15,230.97,Thursday,Winter,False
2022-02-10,PROP007,0.533,14,15,240.63,Thursday,Winter,False
2022-02-10,PROP008,0.39,18,11,264.78,Thursday,Winter,False
2022-02-10,PROP009,0.627,11,18,246.69,Thursday,Winter,False
2022-02-10,PROP010,0.576,12,17,237.39,Thursday,Winter,False
2022-02-11,PROP001,0.568,12,17,238.8,Friday,Winter,False
2022-02-11,PROP002,0.681,9,20,246.09,Friday,Winter,False
2022-02-11,PROP003,0.349,19,10,231.06,Friday,Winter,False
2022-02-11,PROP004,0.64,10,19,252.99,Friday,Winter,False
2022-02-11,PROP005,0.418,17,12,253.26,Friday,Winter,False
2022-02-11,PROP006,0.437,16,13,230.97,Friday,Winter,False
2022-02-11,PROP007,0.724,8,21,240.63,Friday,Winter,False
2022-02-11,PROP008,0.532,14,15,264.78,Friday,Winter,False
2022-02-11,PROP009,0.41,17,12,246.69,Friday,Winter,False
2022-02-11,PROP010,0.661,10,19,237.39,Friday,Winter,False
2022-02-12,PROP001,0.493,15,14,238.8,Saturday,Winter,True
2022-02-12,PROP002,0.528,14,15,246.09,Saturday,Winter,True
2022-02-12,PROP003,0.571,12,17,231.06,Saturday,Winter,True
2022-02-12,PROP004,0.574,12,17,252.99,Saturday,Winter,True
2022-02-12,PROP005,0.617,11,18,253.26,Saturday,Winter,True
2022-02-12,PROP006,0.617,11,18,230.97,Saturday,Winter,True
2022-02-12,PROP007,0.775,6,23,240.63,Saturday,Winter,True
2022-02-12,PROP008,0.511,14,15,264.78,Saturday,Winter,True
2022-02-12,PROP009,0.368,18,11,246.69,Saturday,Winter,True
2022-02-12,PROP010,0.643,10,19,237.39,Saturday,Winter,True
2022-02-13,PROP001,0.693,9,20,238.8,Sunday,Winter,True
2022-02-13,PROP002,0.689,9,20,246.09,Sunday,Winter,True
2022-02-13,PROP003,0.632,11,18,231.06,Sunday,Winter,True
2022-02-13,PROP004,0.404,17,12,252.99,Sunday,Winter,True
2022-02-13,PROP005,0.635,10,19,253.26,Sunday,Winter,True
2022-02-13,PROP006,0.694,9,20,230.97,Sunday,Winter,True
2022-02-13,PROP007,0.65,10,19,240.63,Sunday,Winter,True
2022-02-13,PROP008,0.666,10,19,264.78,Sunday,Winter,True
2022-02-13,PROP009,0.616,11,18,246.69,Sunday,Winter,True
2022-02-13,PROP010,0.681,9,20,237.39,Sunday,Winter,True
2022-02-14,PROP001,0.44,16,13,238.8,Monday,Winter,False
2022-02-14,PROP002,0.392,18,11,246.09,Monday,Winter,False
2022-02-14,PROP003,0.521,14,15,231.06,Monday,Winter,False
2022-02-14,PROP004,0.347,19,10,252.99,Monday,Winter,False
2022-02-14,PROP005,0.466,16,13,253.26,Monday,Winter,False
2022-02-14,PROP006,0.423,17,12,230.97,Monday,Winter,False
2022-02-14,PROP007,0.547,13,16,240.63,Monday,Winter,False
2022-02-14,PROP008,0.503,14,15,264.78,Monday,Winter,False
2022-02-14,PROP009,0.597,12,17,246.69,Monday,Winter,False
2022-02-14,PROP010,0.411,17,12,237.39,Monday,Winter,False
2022-02-15,PROP001,0.158,25,4,238.8,Tuesday,Winter,False
2022-02-15,PROP002,0.467,15,14,246.09,Tuesday,Winter,False
2022-02-15,PROP003,0.41,17,12,231.06,Tuesday,Winter,False
2022-02-15,PROP004,0.546,13,16,252.99,Tuesday,Winter,False
2022-02-15,PROP005,0.503,14,15,253.26,Tuesday,Winter,False
2022-02-15,PROP006,0.634,10,19,230.97,Tuesday,Winter,False
2022-02-15,PROP007,0.586,12,17,240.63,Tuesday,Winter,False
2022-02-15,PROP008,0.537,13,16,264.78,Tuesday,Winter,False
2022-02-15,PROP009,0.542,13,16,246.69,Tuesday,Winter,False
2022-02-15,PROP010,0.585,12,17,237.39,Tuesday,Winter,False
2022-02-16,PROP001,0.429,17,12,238.8,Wednesday,Winter,False
2022-02-16,PROP002,0.534,13,16,246.09,Wednesday,Winter,False
2022-02-16,PROP003,0.473,15,14,231.06,Wednesday,Winter,False
2022-02-16,PROP004,0.669,9,20,252.99,Wednesday,Winter,False
2022-02-16,PROP005,0.495,15,14,253.26,Wednesday,Winter,False
2022-02-16,PROP006,0.56,13,16,230.97,Wednesday,Winter,False
2022-02-16,PROP007,0.5,15,14,240.63,Wednesday,Winter,False
2022-02-16,PROP008,0.51,14,15,264.78,Wednesday,Winter,False
2022-02-16,PROP009,0.538,13,16,246.69,Wednesday,Winter,False
2022-02-16,PROP010,0.562,13,16,237.39,Wednesday,Winter,False
2022-02-17,PROP001,0.559,13,16,238.8,Thursday,Winter,False
2022-02-17,PROP002,0.523,14,15,246.09,Thursday,Winter,False
2022-02-17,PROP003,0.565,13,16,231.06,Thursday,Winter,False
2022-02-17,PROP004,0.457,16,13,252.99,Thursday,Winter,False
2022-02-17,PROP005,0.515,14,15,253.26,Thursday,Winter,False
2022-02-17,PROP006,0.534,13,16,230.97,Thursday,Winter,False
2022-02-17,PROP007,0.29,21,8,240.63,Thursday,Winter,False
2022-02-17,PROP008,0.537,13,16,264.78,Thursday,Winter,False
2022-02-17,PROP009,0.58,12,17,246.69,Thursday,Winter,False
2022-02-17,PROP010,0.469,15,14,237.39,Thursday,Winter,False
2022-02-18,PROP001,0.569,12,17,238.8,Friday,Winter,False
2022-02-18,PROP002,0.464,16,13,246.09,Friday,Winter,False
2022-02-18,PROP003,0.673,9,20,231.06,Friday,Winter,False
2022-02-18,PROP004,0.72,8,21,252.99,Friday,Winter,False
2022-02-18,PROP005,0.557,13,16,253.26,Friday,Winter,False
2022-02-18,PROP006,0.651,10,19,230.97,Friday,Winter,False
2022-02-18,PROP007,0.318,20,9,240.63,Friday,Winter,False
2022-02-18,PROP008,0.553,13,16,264.78,Friday,Winter,False
2022-02-18,PROP009,0.48,15,14,246.69,Friday,Winter,False
2022-02-18,PROP010,0.553,13,16,237.39,Friday,Winter,False
2022-02-19,PROP001,0.442,16,13,238.8,Saturday,Winter,True
2022-02-19,PROP002,0.456,16,13,246.09,Saturday,Winter,True
2022-02-19,PROP003,0.607,11,18,231.06,Saturday,Winter,True
2022-02-19,PROP004,0.561,13,16,252.99,Saturday,Winter,True
2022-02-19,PROP005,0.652,10,19,253.26,Saturday,Winter,True
2022-02-19,PROP006,0.57,12,17,230.97,Saturday,Winter,True
2022-02-19,PROP007,0.353,19,10,240.63,Saturday,Winter,True
2022-02-19,PROP008,0.669,9,20,264.78,Saturday,Winter,True
2022-02-19,PROP009,0.326,20,9,246.69,Saturday,Winter,True
2022-02-19,PROP010,0.456,16,13,237.39,Saturday,Winter,True
2022-02-20,PROP001,0.571,12,17,238.8,Sunday,Winter,True
2022-02-20,PROP002,0.77,6,23,246.09,Sunday,Winter,True
2022-02-20,PROP003,0.586,12,17,231.06,Sunday,Winter,True
2022-02-20,PROP004,0.535,13,16,252.99,Sunday,Winter,True
2022-02-20,PROP005,0.653,10,19,253.26,Sunday,Winter,True
2022-02-20,PROP006,0.632,11,18,230.97,Sunday,Winter,True
2022-02-20,PROP007,0.565,13,16,240.63,Sunday,Winter,True
2022-02-20,PROP008,0.653,10,19,264.78,Sunday,Winter,True
2022-02-20,PROP009,0.705,8,21,246.69,Sunday,Winter,True
2022-02-20,PROP010,0.608,11,18,237.39,Sunday,Winter,True
2022-02-21,PROP001,0.62,11,18,238.8,Monday,Winter,False
2022-02-21,PROP002,0.518,14,15,246.09,Monday,Winter,False
2022-02-21,PROP003,0.339,19,10,231.06,Monday,Winter,False
2022-02-21,PROP004,0.591,12,17,252.99,Monday,Winter,False
2022-02-21,PROP005,0.589,12,17,253.26,Monday,Winter,False
2022-02-21,PROP006,0.488,15,14,230.97,Monday,Winter,False
2022-02-21,PROP007,0.672,9,20,240.63,Monday,Winter,False
2022-02-21,PROP008,0.215,23,6,264.78,Monday,Winter,False
2022-02-21,PROP009,0.518,14,15,246.69,Monday,Winter,False
2022-02-21,PROP010,0.4,18,11,237.39,Monday,Winter,False
2022-02-22,PROP001,0.481,15,14,238.8,Tuesday,Winter,False
2022-02-22,PROP002,0.485,15,14,246.09,Tuesday,Winter,False
2022-02-22,PROP003,0.434,16,13,231.06,Tuesday,Winter,False
2022-02-22,PROP004,0.587,12,17,252.99,Tuesday,Winter,False
2022-02-22,PROP005,0.667,9,20,253.26,Tuesday,Winter,False
2022-02-22,PROP006,0.33,20,9,230.97,Tuesday,Winter,False
2022-02-22,PROP007,0.645,10,19,240.63,Tuesday,Winter,False
2022-02-22,PROP008,0.398,18,11,264.78,Tuesday,Winter,False
2022-02-22,PROP009,0.546,13,16,246.69,Tuesday,Winter,False
2022-02-22,PROP010,0.487,15,14,237.39,Tuesday,Winter,False
2022-02-23,PROP001,0.585,12,17,238.8,Wednesday,Winter,False
2022-02-23,PROP002,0.539,13,16,246.09,Wednesday,Winter,False
2022-02-23,PROP003,0.468,15,14,231.06,Wednesday,Winter,False
2022-02-23,PROP004,0.283,21,8,252.99,Wednesday,Winter,False
2022-02-23,PROP005,0.594,12,17,253.26,Wednesday,Winter,False
2022-02-23,PROP006,0.562,13,16,230.97,Wednesday,Winter,False
2022-02-23,PROP007,0.339,19,10,240.63,Wednesday,Winter,False
2022-02-23,PROP008,0.374,18,11,264.78,Wednesday,Winter,False
2022-02-23,PROP009,0.611,11,18,246.69,Wednesday,Winter,False
2022-02-23,PROP010,0.429,17,12,237.39,Wednesday,Winter,False
2022-02-24,PROP001,0.596,12,17,238.8,Thursday,Winter,False
2022-02-24,PROP002,0.461,16,13,246.09,Thursday,Winter,False
2022-02-24,PROP003,0.602,11,18,231.06,Thursday,Winter,False
2022-02-24,PROP004,0.486,15,14,252.99,Thursday,Winter,False
2022-02-24,PROP005,0.602,11,18,253.26,Thursday,Winter,False
2022-02-24,PROP006,0.416,17,12,230.97,Thursday,Winter,False
2022-02-24,PROP007,0.518,14,15,240.63,Thursday,Winter,False
2022-02-24,PROP008,0.575,12,17,264.78,Thursday,Winter,False
2022-02-24,PROP009,0.427,17,12,246.69,Thursday,Winter,False
2022-02-24,PROP010,0.643,10,19,237.39,Thursday,Winter,False
2022-02-25,PROP001,0.678,9,20,238.8,Friday,Winter,False
2022-02-25,PROP002,0.506,14,15,246.09,Friday,Winter,False
2022-02-25,PROP003,0.397,18,11,231.06,Friday,Winter,False
2022-02-25,PROP004,0.743,7,22,252.99,Friday,Winter,False
2022-02-25,PROP005,0.427,17,12,253.26,Friday,Winter,False
2022-02-25,PROP006,0.503,14,15,230.97,Friday,Winter,False
2022-02-25,PROP007,0.477,15,14,240.63,Friday,Winter,False
2022-02-25,PROP008,0.58,12,17,264.78,Friday,Winter,False
2022-02-25,PROP009,0.73,8,21,246.69,Friday,Winter,False
2022-02-25,PROP010,0.733,8,21,237.39,Friday,Winter,False
2022-02-26,PROP001,0.507,14,15,238.8,Saturday,Winter,True
2022-02-26,PROP002,0.566,13,16,246.09,Saturday,Winter,True
2022-02-26,PROP003,0.545,13,16,231.06,Saturday,Winter,True
2022-02-26,PROP004,0.579,12,17,252.99,Saturday,Winter,True
2022-02-26,PROP005,0.673,9,20,253.26,Saturday,Winter,True
2022-02-26,PROP006,0.654,10,19,230.97,Saturday,Winter,True
2022-02-26,PROP007,0.508,14,15,240.63,Saturday,Winter,True
2022-02-26,PROP008,0.736,7,22,264.78,Saturday,Winter,True
2022-02-26,PROP009,0.565,13,16,246.69,Saturday,Winter,True
2022-02-26,PROP010,0.588,12,17,237.39,Saturday,Winter,True
2022-02-27,PROP001,0.571,12,17,238.8,Sunday,Winter,True
2022-02-27,PROP002,0.582,12,17,246.09,Sunday,Winter,True
2022-02-27,PROP003,0.552,13,16,231.06,Sunday,Winter,True
2022-02-27,PROP004,0.388,18,11,252.99,Sunday,Winter,True
2022-02-27,PROP005,0.747,7,22,253.26,Sunday,Winter,True
2022-02-27,PROP006,0.663,10,19,230.97,Sunday,Winter,True
2022-02-27,PROP007,0.63,11,18,240.63,Sunday,Winter,True
2022-02-27,PROP008,0.674,9,20,264.78,Sunday,Winter,True
2022-02-27,PROP009,0.608,11,18,246.69,Sunday,Winter,True
2022-02-27,PROP010,0.7,9,20,237.39,Sunday,Winter,True
2022-02-28,PROP001,0.403,17,12,238.8,Monday,Winter,False
2022-02-28,PROP002,0.471,15,14,246.09,Monday,Winter,False
2022-02-28,PROP003,0.422,17,12,231.06,Monday,Winter,False
2022-02-28,PROP004,0.446,16,13,252.99,Monday,Winter,False
2022-02-28,PROP005,0.612,11,18,253.26,Monday,Winter,False
2022-02-28,PROP006,0.329,20,9,230.97,Monday,Winter,False
2022-02-28,PROP007,0.605,11,18,240.63,Monday,Winter,False
2022-02-28,PROP008,0.5,14,15,264.78,Monday,Winter,False
2022-02-28,PROP009,0.408,17,12,246.69,Monday,Winter,False
2022-02-28,PROP010,0.406,17,12,237.39,Monday,Winter,False
2022-03-01,PROP001,0.533,14,15,265.33,Tuesday,Spring,False
2022-03-01,PROP002,0.731,8,21,273.43,Tuesday,Spring,False
2022-03-01,PROP003,0.803,5,24,256.73,Tuesday,Spring,False
2022-03-01,PROP004,0.638,10,19,281.1,Tuesday,Spring,False
2022-03-01,PROP005,0.532,14,15,281.4,Tuesday,Spring,False
2022-03-01,PROP006,0.245,22,7,256.63,Tuesday,Spring,False
2022-03-01,PROP007,0.734,7,22,267.37,Tuesday,Spring,False
2022-03-01,PROP008,0.387,18,11,294.2,Tuesday,Spring,False
2022-03-01,PROP009,0.75,7,22,274.1,Tuesday,Spring,False
2022-03-01,PROP010,0.474,15,14,263.77,Tuesday,Spring,False
2022-03-02,PROP001,0.464,16,13,265.33,Wednesday,Spring,False
2022-03-02,PROP002,0.824,5,24,273.43,Wednesday,Spring,False
2022-03-02,PROP003,0.475,15,14,256.73,Wednesday,Spring,False
2022-03-02,PROP004,0.442,16,13,281.1,Wednesday,Spring,False
2022-03-02,PROP005,0.733,8,21,281.4,Wednesday,Spring,False
2022-03-02,PROP006,0.628,11,18,256.63,Wednesday,Spring,False
2022-03-02,PROP007,0.791,6,23,267.37,Wednesday,Spring,False
2022-03-02,PROP008,0.675,9,20,294.2,Wednesday,Spring,False
2022-03-02,PROP009,0.893,3,26,274.1,Wednesday,Spring,False
2022-03-02,PROP010,0.512,14,15,263.77,Wednesday,Spring,False
2022-03-03,PROP001,0.718,8,21,265.33,Thursday,Spring,False
2022-03-03,PROP002,0.609,11,18,273.43,Thursday,Spring,False
2022-03-03,PROP003,0.772,6,23,256.73,Thursday,Spring,False
2022-03-03,PROP004,0.961,1,28,281.1,Thursday,Spring,False
2022-03-03,PROP005,0.853,4,25,281.4,Thursday,Spring,False
2022-03-03,PROP006,0.734,7,22,256.63,Thursday,Spring,False
2022-03-03,PROP007,0.684,9,20,267.37,Thursday,Spring,False
2022-03-03,PROP008,0.641,10,19,294.2,Thursday,Spring,False
2022-03-03,PROP009,0.834,4,25,274.1,Thursday,Spring,False
2022-03-03,PROP010,0.837,4,25,263.77,Thursday,Spring,False
2022-03-04,PROP001,0.95,1,28,265.33,Friday,Spring,False
2022-03-04,PROP002,0.74,7,22,273.43,Friday,Spring,False
2022-03-04,PROP003,0.95,1,28,256.73,Friday,Spring,False
2022-03-04,PROP004,0.805,5,24,281.1,Friday,Spring,False
2022-03-04,PROP005,0.95,1,28,281.4,Friday,Spring,False
2022-03-04,PROP006,0.555,13,16,256.63,Friday,Spring,False
2022-03-04,PROP007,0.789,6,23,267.37,Friday,Spring,False
2022-03-04,PROP008,0.95,1,28,294.2,Friday,Spring,False
2022-03-04,PROP009,0.627,11,18,274.1,Friday,Spring,False
2022-03-04,PROP010,0.714,8,21,263.77,Friday,Spring,False
2022-03-05,PROP001,0.95,1,28,265.33,Saturday,Spring,True
2022-03-05,PROP002,0.876,3,26,273.43,Saturday,Spring,True
2022-03-05,PROP003,0.797,6,23,256.73,Saturday,Spring,True
2022-03-05,PROP004,0.848,4,25,281.1,Saturday,Spring,True
2022-03-05,PROP005,0.95,1,28,281.4,Saturday,Spring,True
2022-03-05,PROP006,0.95,1,28,256.63,Saturday,Spring,True
2022-03-05,PROP007,0.867,4,25,267.37,Saturday,Spring,True
2022-03-05,PROP008,0.95,1,28,294.2,Saturday,Spring,True
2022-03-05,PROP009,0.823,5,24,274.1,Saturday,Spring,True
2022-03-05,PROP010,0.688,9,20,263.77,Saturday,Spring,True
2022-03-06,PROP001,0.93,2,27,265.33,Sunday,Spring,True
2022-03-06,PROP002,0.882,3,26,273.43,Sunday,Spring,True
2022-03-06,PROP003,0.926,2,27,256.73,Sunday,Spring,True
2022-03-06,PROP004,0.922,2,27,281.1,Sunday,Spring,True
2022-03-06,PROP005,0.95,1,28,281.4,Sunday,Spring,True
2022-03-06,PROP006,0.95,1,28,256.63,Sunday,Spring,True
2022-03-06,PROP007,0.933,1,28,267.37,Sunday,Spring,True
2022-03-06,PROP008,0.95,1,28,294.2,Sunday,Spring,True
2022-03-06,PROP009,0.943,1,28,274.1,Sunday,Spring,True
2022-03-06,PROP010,0.82,5,24,263.77,Sunday,Spring,True
2022-03-07,PROP001,0.752,7,22,265.33,Monday,Spring,False
2022-03-07,PROP002,0.718,8,21,273.43,Monday,Spring,False
2022-03-07,PROP003,0.599,12,17,256.73,Monday,Spring,False
2022-03-07,PROP004,0.779,6,23,281.1,Monday,Spring,False
2022-03-07,PROP005,0.553,13,16,281.4,Monday,Spring,False
2022-03-07,PROP006,0.81,5,24,256.63,Monday,Spring,False
2022-03-07,PROP007,0.697,9,20,267.37,Monday,Spring,False
2022-03-07,PROP008,0.376,18,11,294.2,Monday,Spring,False
2022-03-07,PROP009,0.804,5,24,274.1,Monday,Spring,False
2022-03-07,PROP010,0.875,3,26,263.77,Monday,Spring,False
2022-03-08,PROP001,0.828,5,24,265.33,Tuesday,Spring,False
2022-03-08,PROP002,0.767,6,23,273.43,Tuesday,Spring,False
2022-03-08,PROP003,0.258,22,7,256.73,Tuesday,Spring,False
2022-03-08,PROP004,0.602,11,18,281.1,Tuesday,Spring,False
2022-03-08,PROP005,0.564,13,16,281.4,Tuesday,Spring,False
2022-03-08,PROP006,0.867,4,25,256.63,Tuesday,Spring,False
2022-03-08,PROP007,0.579,12,17,267.37,Tuesday,Spring,False
2022-03-08,PROP008,0.465,16,13,294.2,Tuesday,Spring,False
2022-03-08,PROP009,0.577,12,17,274.1,Tuesday,Spring,False
2022-03-08,PROP010,0.873,3,26,263.77,Tuesday,Spring,False
2022-03-09,PROP001,0.971,0,29,265.33,Wednesday,Spring,False
2022-03-09,PROP002,0.685,9,20,273.43,Wednesday,Spring,False
2022-03-09,PROP003,0.318,20,9,256.73,Wednesday,Spring,False
2022-03-09,PROP004,0.447,16,13,281.1,Wednesday,Spring,False
2022-03-09,PROP005,0.801,5,24,281.4,Wednesday,Spring,False
2022-03-09,PROP006,0.805,5,24,256.63,Wednesday,Spring,False
2022-03-09,PROP007,0.632,11,18,267.37,Wednesday,Spring,False
2022-03-09,PROP008,0.868,3,26,294.2,Wednesday,Spring,False
2022-03-09,PROP009,0.359,19,10,274.1,Wednesday,Spring,False
2022-03-09,PROP010,0.535,13,16,263.77,Wednesday,Spring,False
2022-03-10,PROP001,0.86,4,25,265.33,Thursday,Spring,False
2022-03-10,PROP002,0.586,12,17,273.43,Thursday,Spring,False
2022-03-10,PROP003,0.366,19,10,256.73,Thursday,Spring,False
2022-03-10,PROP004,0.854,4,25,281.1,Thursday,Spring,False
2022-03-10,PROP005,0.647,10,19,281.4,Thursday,Spring,False
2022-03-10,PROP006,0.523,14,15,256.63,Thursday,Spring,False
2022-03-10,PROP007,0.697,9,20,267.37,Thursday,Spring,False
2022-03-10,PROP008,0.649,10,19,294.2,Thursday,Spring,False
2022-03-10,PROP009,0.756,7,22,274.1,Thursday,Spring,False
2022-03-10,PROP010,0.319,20,9,263.77,Thursday,Spring,False
2022-03-11,PROP001,0.257,22,7,265.33,Friday,Spring,False
2022-03-11,PROP002,0.838,4,25,273.43,Friday,Spring,False
2022-03-11,PROP003,0.95,1,28,256.73,Friday,Spring,False
2022-03-11,PROP004,0.79,6,23,281.1,Friday,Spring,False
2022-03-11,PROP005,0.95,1,28,281.4,Friday,Spring,False
2022-03-11,PROP006,0.739,7,22,256.63,Friday,Spring,False
2022-03-11,PROP007,0.705,8,21,267.37,Friday,Spring,False
2022-03-11,PROP008,0.491,15,14,294.2,Friday,Spring,False
2022-03-11,PROP009,0.95,1,28,274.1,Friday,Spring,False
2022-03-11,PROP010,0.864,4,25,263.77,Friday,Spring,False
2022-03-12,PROP001,0.779,6,23,265.33,Saturday,Spring,True
2022-03-12,PROP002,0.834,4,25,273.43,Saturday,Spring,True
2022-03-12,PROP003,0.646,10,19,256.73,Saturday,Spring,True
2022-03-12,PROP004,0.805,5,24,281.1,Saturday,Spring,True
2022-03-12,PROP005,0.767,6,23,281.4,Saturday,Spring,True
2022-03-12,PROP006,0.611,11,18,256.63,Saturday,Spring,True
2022-03-12,PROP007,0.722,8,21,267.37,Saturday,Spring,True
2022-03-12,PROP008,0.492,15,14,294.2,Saturday,Spring,True
2022-03-12,PROP009,0.93,2,27,274.1,Saturday,Spring,True
2022-03-12,PROP010,0.623,11,18,263.77,Saturday,Spring,True
2022-03-13,PROP001,0.95,1,28,265.33,Sunday,Spring,True
2022-03-13,PROP002,0.88,3,26,273.43,Sunday,Spring,True
2022-03-13,PROP003,0.776,6,23,256.73,Sunday,Spring,True
2022-03-13,PROP004,0.95,1,28,281.1,Sunday,Spring,True
2022-03-13,PROP005,0.714,8,21,281.4,Sunday,Spring,True
2022-03-13,PROP006,0.792,6,23,256.63,Sunday,Spring,True
2022-03-13,PROP007,0.881,3,26,267.37,Sunday,Spring,True
2022-03-13,PROP008,0.442,16,13,294.2,Sunday,Spring,True
2022-03-13,PROP009,0.936,1,28,274.1,Sunday,Spring,True
2022-03-13,PROP010,0.777,6,23,263.77,Sunday,Spring,True
2022-03-14,PROP001,0.683,9,20,265.33,Monday,Spring,False
2022-03-14,PROP002,0.944,1,28,273.43,Monday,Spring,False
2022-03-14,PROP003,0.905,2,27,256.73,Monday,Spring,False
2022-03-14,PROP004,0.538,13,16,281.1,Monday,Spring,False
2022-03-14,PROP005,0.665,10,19,281.4,Monday,Spring,False
2022-03-14,PROP006,0.862,4,25,256.63,Monday,Spring,False
2022-03-14,PROP007,0.792,6,23,267.37,Monday,Spring,False
2022-03-14,PROP008,0.817,5,24,294.2,Monday,Spring,False
2022-03-14,PROP009,0.827,5,24,274.1,Monday,Spring,False
2022-03-14,PROP010,0.701,8,21,263.77,Monday,Spring,False
2022-03-15,PROP001,0.842,4,25,265.33,Tuesday,Spring,False
2022-03-15,PROP002,0.902,2,27,273.43,Tuesday,Spring,False
2022-03-15,PROP003,0.73,8,21,256.73,Tuesday,Spring,False
2022-03-15,PROP004,0.846,4,25,281.1,Tuesday,Spring,False
2022-03-15,PROP005,0.885,3,26,281.4,Tuesday,Spring,False
2022-03-15,PROP006,0.687,9,20,256.63,Tuesday,Spring,False
2022-03-15,PROP007,0.52,14,15,267.37,Tuesday,Spring,False
2022-03-15,PROP008,0.468,15,14,294.2,Tuesday,Spring,False
2022-03-15,PROP009,0.664,10,19,274.1,Tuesday,Spring,False
2022-03-15,PROP010,0.662,10,19,263.77,Tuesday,Spring,False
2022-03-16,PROP001,0.817,5,24,265.33,Wednesday,Spring,False
2022-03-16,PROP002,0.712,8,21,273.43,Wednesday,Spring,False
2022-03-16,PROP003,0.917,2,27,256.73,Wednesday,Spring,False
2022-03-16,PROP004,0.48,15,14,281.1,Wednesday,Spring,False
2022-03-16,PROP005,0.788,6,23,281.4,Wednesday,Spring,False
2022-03-16,PROP006,0.904,2,27,256.63,Wednesday,Spring,False
2022-03-16,PROP007,0.603,11,18,267.37,Wednesday,Spring,False
2022-03-16,PROP008,0.663,10,19,294.2,Wednesday,Spring,False
2022-03-16,PROP009,0.506,14,15,274.1,Wednesday,Spring,False
2022-03-16,PROP010,0.675,9,20,263.77,Wednesday,Spring,False
2022-03-17,PROP001,0.746,7,22,265.33,Thursday,Spring,False
2022-03-17,PROP002,0.474,15,14,273.43,Thursday,Spring,False
2022-03-17,PROP003,0.497,15,14,256.73,Thursday,Spring,False
2022-03-17,PROP004,0.783,6,23,281.1,Thursday,Spring,False
2022-03-17,PROP005,0.725,8,21,281.4,Thursday,Spring,False
2022-03-17,PROP006,0.797,6,23,256.63,Thursday,Spring,False
2022-03-17,PROP007,0.824,5,24,267.37,Thursday,Spring,False
2022-03-17,PROP008,0.768,6,23,294.2,Thursday,Spring,False
2022-03-17,PROP009,0.676,9,20,274.1,Thursday,Spring,False
2022-03-17,PROP010,0.56,13,16,263.77,Thursday,Spring,False
2022-03-18,PROP001,0.891,3,26,265.33,Friday,Spring,False
2022-03-18,PROP002,0.95,1,28,273.43,Friday,Spring,False
2022-03-18,PROP003,0.808,5,24,256.73,Friday,Spring,False
2022-03-18,PROP004,0.714,8,21,281.1,Friday,Spring,False
2022-03-18,PROP005,0.914,2,27,281.4,Friday,Spring,False
2022-03-18,PROP006,0.586,12,17,256.63,Friday,Spring,False
2022-03-18,PROP007,0.783,6,23,267.37,Friday,Spring,False
2022-03-18,PROP008,0.936,1,28,294.2,Friday,Spring,False
2022-03-18,PROP009,0.94,1,28,274.1,Friday,Spring,False
2022-03-18,PROP010,0.831,5,24,263.77,Friday,Spring,False
2022-03-19,PROP001,0.95,1,28,265.33,Saturday,Spring,True
